PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
2,O,1,10,L,-39,Run,Rush,8,--,--,L,L,--,--,--,--,--,1
3,O,2,2,L,-47,Run,Rush,16,TE Trips Wing,--,R,R,--,--,--,--,--,1
4,O,1,10,R,37,Run,Rush,3,Twins,--,R,L,--,--,--,--,--,1
5,O,2,7,M,34,Run,Penalty,-6,Twins Split,--,L,R,--,--,--,--,--,1
6,O,2,13,R,40,Run,Rush,6,Nasty Twins,--,L,L,--,--,--,--,--,1
7,O,3,7,M,34,Run,Rush,-1,--,--,--,L,--,--,--,--,--,1
8,O,4,8,L,35,Run,Rush,6,PRO,--,L,L,--,--,--,--,--,1
9,D,1,10,R,-29,--,Penalty,-5,Ace Twins,--,L,--,--,--,--,--,--,1
10,D,1,15,R,-24,Run,Rush,3,PRO,--,R,L,--,--,--,--,--,1
11,D,2,12,R,-27,Run,Rush,-1,Ace Twins,--,L,L,--,--,--,--,--,1
12,D,3,13,L,-26,Run,Rush,4,Ace Twins,--,R,R,--,--,--,--,--,1
13,D,4,9,L,-30,Run,Rush,-16,Double Split,--,BAL,R,--,--,--,--,--,1
14,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
15,O,2,5,L,9,Run,"Rush, TD",9,PRO,--,R,R,--,--,--,--,--,1
16,K,--,--,L,3,2 Pt.,Good,--,--,--,--,R,--,--,--,--,--,1
17,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
18,D,1,10,M,-30,Run,Rush,1,PRO,--,L,L,--,--,--,--,--,1
19,D,2,9,M,-31,Run,Rush,3,PRO,--,L,R,--,--,--,--,--,1
20,D,3,6,M,-34,Pass,Complete,6,Double Split,--,BAL,R,--,--,--,--,--,1
21,S,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1
22,D,1,10,R,-40,Run,Rush,2,PRO,--,R,L,--,--,--,--,--,1
23,D,2,8,R,-42,Run,Rush,1,PRO,--,L,L,--,--,--,--,--,1
24,D,3,7,L,-43,Run,Rush,2,Double Tight,--,BAL,R,--,--,--,--,--,1
25,K,4,5,R,-45,Punt Rec,Downed,--,--,--,--,--,--,--,--,--,--,1
26,O,1,10,L,-30,Run,Rush,15,PRO,--,R,R,--,--,--,--,--,1
27,O,1,10,R,-45,Pass,Incomplete,0,Twins Split,--,R,L,--,--,--,--,--,1
28,O,2,10,R,-45,Run,Rush,8,PRO,--,L,L,--,--,--,--,--,1
29,O,3,2,M,47,--,Penalty,0,PRO,--,R,--,--,--,--,--,--,2
30,O,3,2,L,47,Run,Rush,7,PRO,--,L,L,--,--,--,--,--,2
31,O,1,10,L,40,Pass,Sack,-3,PRO,--,L,R,--,--,--,--,--,2
32,O,2,13,M,43,Pass,"Complete, TD",43,TE Trips Wing,--,R,R,--,--,--,--,--,2
33,K,--,--,L,3,2 Pt.,Good,--,--,--,--,L,--,--,--,--,--,2
34,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,2
35,D,1,10,R,40,Run,Rush,2,PRO,--,L,R,--,--,--,--,--,2
36,D,2,8,R,38,Run,Rush,4,Twins Split,--,L,R,--,--,--,--,--,2
37,D,3,4,R,34,Run,Rush,0,Twins Split,--,L,L,--,--,--,--,--,2
