PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
2,O,1,10,L,-35,Run,Rush,3,PRO,--,R,R,--,--,--,--,--,1
3,O,2,7,M,-38,Run,Rush,2,DOUBLES,--,BAL,L,--,--,--,--,--,1
4,O,3,5,L,-40,Run,Rush,3,PRO,--,R,L,--,--,--,--,--,1
5,K,4,2,M,-43,Punt,Downed,--,--,--,--,--,--,--,--,--,--,1
6,D,1,10,R,-34,Run,Rush,15,PRO,--,L,L,--,--,--,--,--,1
7,D,1,10,L,-49,Run,Rush,6,PRO,--,R,R,--,--,--,--,--,1
8,D,2,4,M,45,Run,Penalty,-8,PRO,--,L,L,--,--,--,--,--,1
9,D,2,12,L,-47,Run,Rush,9,PRO,--,R,L,--,--,--,--,--,1
10,D,3,3,L,44,Run,Rush,3,Double Tight,--,BAL,L,--,--,--,--,--,1
11,D,4,10,L,41,Run,Penalty,-5,Double Tight,--,BAL,L,--,--,--,--,--,1
12,K,4,5,L,46,Punt Rec,Touchback,--,--,--,--,--,--,--,--,--,--,1
13,O,1,10,M,-20,Run,Rush,2,Double Wing,--,BAL,L,--,--,--,--,--,1
14,O,2,8,L,-22,Pass,Incomplete,0,Trips,--,R,R,--,--,--,--,--,1
15,O,3,8,L,-22,Run,Rush,10,Trips,--,R,L,--,--,--,--,--,1
16,O,1,10,L,-32,Run,Rush,-2,PRO,--,R,R,--,--,--,--,--,1
17,O,2,12,R,-30,Run,Rush,3,DOUBLES PINCH,--,BAL,R,--,--,--,--,--,1
18,O,3,9,R,-33,Pass,Complete,12,DOUBLES PINCH,--,BAL,L,--,--,--,--,--,1
19,O,1,10,L,-45,Run,Rush,-1,DOUBLES PINCH,--,BAL,L,--,--,--,--,--,1
20,O,2,11,L,-44,Run,Rush,12,Twins Split,--,L,L,--,--,--,--,--,1
21,O,1,10,L,44,Run,Rush,14,DOUBLES,--,BAL,L,--,--,--,--,--,1
22,O,1,10,L,30,Run,Rush,5,Doubles Wing,--,L,R,--,--,--,--,--,1
23,O,2,5,M,25,Run,Rush,16,DOUBLES,--,BAL,L,--,--,--,--,--,1
24,O,1,9,M,9,Run,Rush,3,--,--,R,R,--,--,--,--,--,1
25,O,2,6,M,6,Run,Rush,-4,Wing Split,--,L,L,--,--,--,--,--,1
26,O,3,10,L,10,Pass,Complete,4,Trips Pinch,--,R,L,--,--,--,--,--,1
27,O,4,6,L,6,Run,Rush,-7,--,--,--,R,--,--,--,--,--,1
28,D,1,10,L,-13,Run,Rush,7,--,--,--,R,--,--,--,--,--,1
29,D,2,3,R,-20,Run,Rush,-2,DOUBLES,--,BAL,L,--,--,--,--,--,1
30,D,3,5,L,-18,Pass,Complete,7,DOUBLES,--,BAL,R,--,--,--,--,--,1
31,D,1,10,R,-25,Pass,Complete,15,DOUBLES,--,BAL,R,--,--,--,--,--,2
32,D,1,10,R,-40,Pass,Incomplete,0,PRO,--,R,R,--,--,--,--,--,2
