PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
1,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
2,D,1,10,R,40,Pass,Complete,10,Double Wing,--,BAL,L,--,--,--,--,--,1
3,D,1,10,L,30,Run,Rush,4,Double Wing,--,BAL,L,--,--,--,--,--,1
4,D,2,6,L,26,Pass,Complete,11,Double Wing,--,BAL,R,--,--,--,--,--,1
5,D,1,10,R,15,Pass,Complete,13,Double Wing,--,BAL,L,--,--,--,--,--,1
6,D,1,2,L,2,Run,Rush,-2,Double Wing,--,BAL,L,--,--,--,--,--,1
7,D,2,4,L,4,Pass,"Complete, TD",4,Double Wing,--,BAL,R,--,--,--,--,--,1
8,K,--,--,M,3,Extra Pt. Block,No Good,--,--,--,--,--,--,--,--,--,--,1
9,K,--,--,M,-40,KO,Return,--,--,--,--,--,--,--,--,--,--,1
10,O,1,10,L,-36,Run,Fumble,22,Ace Twins,2 MICHIGAN,L,L,--,--,--,--,--,1
11,D,1,10,R,42,Pass,Complete,15,Trips,--,L,L,--,--,--,--,--,1
12,D,1,10,L,27,Pass,Incomplete,0,Trips,--,R,L,--,--,--,--,--,1
13,D,2,10,L,27,Pass,Complete,4,Trips,--,R,L,--,--,--,--,--,1
14,D,3,6,L,23,Pass,"Complete, TD",23,Trips,--,R,L,--,--,--,--,--,1
15,K,--,--,M,3,2 Pt. Defend,Good,--,Trips Tight,--,R,R,--,--,--,--,--,1
16,K,--,--,M,-40,KO Rec,Return,--,--,--,--,--,--,--,--,--,--,1
17,O,1,10,M,-40,Run,Rush,0,Ace Twins,2 WISCONSIN,R,L,--,--,--,--,--,1
18,O,2,10,M,-40,Run,Rush,18,Ace Twins,Fire 1 DUCK PRIDE,L,L,--,--,--,--,--,1
19,O,1,10,L,42,Pass,Incomplete,0,Ace Twins,2 GEORGIA BOOT,R,R,--,--,--,--,--,1
20,O,2,10,L,42,Run,Rush,-6,LIZ,Fire 4 Duck,R,R,--,--,--,--,--,1
21,O,3,16,R,48,Pass,Scramble,2,Trips Tight,FlOOD,L,L,--,--,--,--,--,1
22,K,4,14,R,46,Punt,Return,--,--,--,--,--,--,--,--,--,--,1
23,D,1,10,M,-33,Run,Penalty,-10,Trips,--,R,L,--,--,--,--,--,1
24,D,1,20,R,-23,Pass,Complete,2,Trips,--,R,L,--,--,--,--,--,1
25,D,2,18,L,-25,Pass,Complete,50,Trips,--,R,R,--,--,--,--,--,1
26,D,1,10,R,25,Run,Rush,2,Trips Tight,--,R,L,--,--,--,--,--,1
27,D,2,8,M,23,Run,Rush,0,Double Wing,--,BAL,L,--,--,--,--,--,1
