PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF PLAY,OFF STR,PLAY DIR,QTR,TD_SCORED,SAFETY,FUMBLE,INTERCEPTION,TURNOVER,RB,TE,WR
13,o,1,10,1,23,0.0,0,7,--,0,1,1,0,0,0,0,0,1,0,4
14,o,2,3,1,16,0.0,0,-3,--,0,1,1,0,0,0,0,0,1,0,4
15,o,3,6,1,19,0.0,0,19,--,0,0,1,1,0,0,0,0,1,1,3
30,o,1,10,0,-36,0.0,0,6,--,0,1,1,0,0,0,0,0,1,0,4
31,o,2,4,0,-42,,8,5,--,0,--,2,0,0,0,0,0,1,0,4
32,o,2,10,0,-47,0.0,0,-4,--,2,1,2,0,0,0,0,0,1,0,4
33,o,3,14,1,-43,0.0,8,5,--,1,1,2,0,0,0,0,0,1,0,4
34,o,3,9,2,-48,0.0,8,-5,--,0,0,2,0,0,0,0,0,1,1,3
35,o,3,14,0,-43,0.0,0,0,--,0,1,2,0,0,0,0,0,1,0,4
50,o,1,10,0,-38,1.0,3,0,--,0,0,2,0,0,0,0,0,1,0,4
51,o,2,10,0,-38,1.0,2,0,--,1,1,2,0,0,0,0,0,1,0,4
52,o,3,10,0,-38,1.0,2,0,--,1,0,2,0,0,0,0,0,1,1,3
63,o,1,10,0,-31,0.0,0,-3,--,2,1,2,0,0,0,0,0,1,0,4
64,o,2,13,0,-28,1.0,2,0,--,1,1,2,0,0,0,0,0,1,1,3
65,o,3,13,2,-28,0.0,0,25,--,--,0,2,0,0,0,0,0,0,0,0
66,o,1,10,2,47,1.0,5,--,--,1,0,2,0,0,0,1,1,1,0,4
68,o,1,10,1,-33,0.0,6,-1,--,0,0,3,0,0,1,0,1,1,0,4
72,o,1,10,0,-32,0.0,0,5,--,2,1,3,0,0,0,0,0,1,0,4
73,o,2,5,1,-37,0.0,0,1,--,1,1,3,0,0,0,0,0,1,0,4
74,o,3,4,1,-38,0.0,0,-1,--,0,0,3,0,0,0,0,0,1,0,4
76,o,1,10,0,37,1.0,3,0,--,1,1,3,0,0,0,0,0,1,0,4
77,o,2,10,0,37,0.0,0,-1,--,0,1,3,0,0,0,0,0,1,0,4
78,o,3,11,0,38,1.0,5,--,--,2,0,3,0,0,0,1,1,1,0,4
92,o,1,10,1,-35,1.0,2,0,--,1,0,3,0,0,0,0,0,1,0,4
93,o,2,10,1,-35,1.0,2,0,--,2,0,3,0,0,0,0,0,1,0,4
94,o,3,10,1,-35,1.0,3,14,--,0,0,3,0,0,0,0,0,1,0,4
95,o,1,10,0,-49,1.0,8,-5,--,1,0,3,0,0,0,0,0,1,0,4
96,o,1,15,0,-44,0.0,0,-2,--,0,0,3,0,0,0,0,0,1,1,3
97,o,2,17,0,-42,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
98,o,3,17,0,-42,1.0,3,21,--,1,0,4,0,0,0,0,0,1,1,3
99,o,1,10,0,37,0.0,0,-10,--,1,1,4,0,0,0,0,0,1,0,4
100,o,2,20,1,47,1.0,3,22,--,0,0,4,0,0,0,0,0,1,0,4
101,o,1,10,0,25,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
102,o,2,10,0,25,0.0,0,0,--,2,0,4,0,0,0,0,0,1,0,4
104,o,3,10,0,25,1.0,5,--,--,1,1,4,0,0,0,1,1,1,0,4
14,o,1,10,0,-25,0.0,0,12,--,0,1,1,0,0,0,0,0,1,0,4
15,o,1,10,1,-37,0.0,0,-2,--,1,0,1,0,0,0,0,0,1,0,4
16,o,2,12,1,-35,0.0,0,0,--,1,0,1,0,0,0,0,0,1,0,4
17,o,3,12,1,-35,0.0,0,-8,--,1,0,1,0,0,0,0,0,2,0,3
19,o,1,10,2,25,1.0,3,25,--,2,0,1,1,0,0,0,0,1,0,4
22,o,1,10,2,-26,0.0,0,11,--,0,1,1,0,0,0,0,0,2,1,2
23,o,1,10,1,-37,0.0,0,-2,--,0,1,1,0,0,0,0,0,2,1,2
24,o,2,12,1,-35,0.0,0,3,--,2,0,1,0,0,0,0,0,1,0,4
25,o,3,9,1,-38,0.0,0,-11,--,0,0,1,0,0,0,0,0,1,0,4
34,o,1,10,1,49,1.0,5,--,--,0,0,1,0,0,0,1,1,1,0,4
45,o,1,10,0,-40,0.0,0,-2,--,2,1,2,0,0,0,0,0,1,0,4
46,o,2,12,1,-38,0.0,0,0,--,2,0,2,0,0,0,0,0,1,0,4
47,o,3,12,1,-38,,8,7,--,--,--,2,0,0,0,0,0,0,0,0
48,o,3,5,2,-45,0.0,0,-15,--,2,0,2,0,0,0,0,0,1,0,4
53,o,1,10,0,-30,0.0,0,5,--,0,1,2,0,0,0,0,0,1,0,4
54,o,2,5,0,-35,0.0,0,11,--,2,0,2,0,0,0,0,0,1,0,4
55,o,1,10,0,-46,0.0,0,-5,--,1,0,2,0,0,0,0,0,1,0,4
56,o,2,15,0,-41,1.0,3,5,--,1,0,2,0,0,0,0,0,1,0,4
57,o,3,10,0,-46,1.0,2,0,--,2,0,2,0,0,0,0,0,1,0,4
64,o,1,10,1,-20,1.0,3,0,--,0,0,3,0,0,0,0,0,1,0,4
65,o,2,10,2,-20,0.0,0,5,--,0,0,3,0,0,0,0,0,2,1,2
66,o,3,5,2,-25,0.0,0,-5,--,1,1,3,0,0,0,0,0,1,0,4
74,o,1,10,1,-23,0.0,0,-3,--,1,0,3,0,0,0,0,0,2,0,3
75,o,2,13,2,-20,1.0,3,0,--,1,1,3,0,0,0,0,0,1,0,4
76,o,3,13,2,-20,0.0,8,-10,--,0,0,3,0,0,0,0,0,1,0,4
77,o,3,23,2,-10,1.0,3,0,--,1,1,3,0,0,0,0,0,1,0,4
82,o,1,10,1,-20,0.0,0,-2,--,2,1,3,0,0,0,0,0,1,0,4
83,o,2,12,1,-18,0.0,0,2,--,0,0,3,0,0,0,0,0,2,1,2
84,o,3,10,1,-20,0.0,0,5,--,1,0,3,0,0,0,0,0,2,0,3
90,o,1,10,2,-5,0.0,10,--,--,2,1,4,1,0,0,0,0,1,0,4
93,o,1,10,1,-30,0.0,0,0,--,0,0,4,0,0,0,0,0,1,0,4
94,o,2,10,0,-30,1.0,3,-2,--,1,1,4,0,0,0,0,0,1,0,4
95,o,3,12,2,-28,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
103,o,2,10,2,-48,0.0,0,0,--,2,1,4,0,0,0,0,0,1,0,4
10,o,1,10,1,-36,0.0,6,22,7,1,1,1,0,0,1,0,1,1,0,4
17,o,1,10,2,-40,0.0,0,0,1,0,1,1,0,0,0,0,0,1,0,4
18,o,2,10,2,-40,0.0,0,18,3,1,1,1,0,0,0,0,0,1,0,4
19,o,1,10,1,42,1.0,2,0,8,0,0,1,0,0,0,0,0,1,0,4
20,o,2,10,1,42,0.0,0,-6,3,0,0,1,0,0,0,0,0,1,1,3
21,o,3,16,0,48,1.0,9,2,11,1,1,1,0,0,0,0,0,1,1,3
32,o,1,10,1,-47,0.0,0,2,0,1,1,1,0,0,0,0,0,1,0,4
33,o,2,8,1,-49,1.0,1,-11,11,1,1,1,0,0,0,0,0,1,0,4
34,o,3,19,1,-38,1.0,9,16,11,0,0,1,0,0,0,0,0,1,1,3
35,o,4,3,0,46,0.0,0,5,7,1,0,2,0,0,0,0,0,1,0,4
36,o,1,10,0,41,0.0,0,-3,3,1,1,2,0,0,0,0,0,1,1,3
37,o,2,13,2,44,1.0,3,-1,4,0,0,2,0,0,0,0,0,1,0,4
38,o,3,14,2,45,1.0,2,0,11,0,0,2,0,0,0,0,0,1,0,4
46,o,1,10,1,-46,0.0,0,0,7,1,0,2,0,0,0,0,0,1,0,4
47,o,2,10,0,-46,0.0,0,0,0,1,1,2,0,0,0,0,0,1,1,3
48,o,3,10,1,-46,1.0,3,7,11,0,0,2,0,0,0,0,0,1,0,4
49,o,4,3,0,47,0.0,0,1,3,1,0,2,0,0,0,0,0,1,1,3
56,o,1,10,1,-45,1.0,1,-6,4,0,0,2,0,0,0,0,0,1,1,3
57,o,2,16,2,-39,1.0,2,0,11,0,0,2,0,0,0,0,0,1,1,3
58,o,3,16,2,-39,1.0,3,-1,5,1,0,2,0,0,0,0,0,1,0,4
64,o,1,10,0,-37,1.0,3,4,11,1,1,2,0,0,0,0,0,1,1,3
66,o,2,6,2,-41,1.0,9,8,11,0,0,2,0,0,0,0,0,1,1,3
67,o,1,10,0,-49,1.0,9,6,4,1,1,2,0,0,0,0,0,1,1,3
68,o,2,4,2,45,1.0,3,6,5,1,0,2,0,0,0,0,0,1,0,4
70,o,1,10,2,-42,1.0,3,23,6,1,0,3,0,0,0,0,0,1,0,4
71,o,1,10,0,35,1.0,2,0,11,1,1,3,0,0,0,0,0,1,0,4
72,o,2,10,0,35,1.0,9,10,11,1,1,3,0,0,0,0,0,1,1,3
73,o,1,10,2,25,0.0,0,5,2,1,0,3,0,0,0,0,0,1,1,3
74,o,2,5,0,20,0.0,0,3,2,0,0,3,0,0,0,0,0,1,1,3
75,o,3,2,0,17,0.0,8,-5,1,0,0,3,0,0,0,0,0,1,1,3
76,o,3,7,0,22,0.0,0,6,0,1,0,3,0,0,0,0,0,1,1,3
77,o,4,1,0,16,1.0,9,3,11,1,1,3,0,0,0,0,0,1,1,3
78,o,1,10,0,13,0.0,0,6,2,1,0,3,0,0,0,0,0,1,1,3
79,o,2,4,0,7,0.0,0,3,2,1,0,3,0,0,0,0,0,1,0,4
80,o,3,1,0,4,0.0,0,-1,7,1,1,3,0,0,0,0,0,1,1,3
81,o,4,2,0,5,0.0,0,3,1,1,0,3,0,0,0,0,0,1,0,4
82,o,1,2,0,2,0.0,0,2,7,0,0,3,1,0,0,0,0,1,0,4
89,o,1,10,0,-32,0.0,0,3,7,0,1,3,0,0,0,0,0,1,0,4
90,o,2,7,0,-35,0.0,0,12,1,1,0,3,0,0,0,0,0,1,1,3
91,o,1,10,0,-47,0.0,0,4,1,1,0,3,0,0,0,0,0,1,1,3
92,o,2,6,0,49,0.0,0,7,2,1,0,3,0,0,0,0,0,1,0,4
93,o,1,10,0,42,0.0,0,4,7,1,1,4,0,0,0,0,0,1,0,4
94,o,2,6,2,38,0.0,0,2,1,1,0,4,0,0,0,0,0,1,0,4
95,o,3,4,2,36,0.0,0,2,7,1,1,4,0,0,0,0,0,1,0,4
96,o,4,2,1,34,1.0,2,0,11,1,0,4,0,0,0,0,0,1,0,4
103,o,1,10,1,-25,1.0,2,0,11,0,0,4,0,0,0,0,0,1,1,3
104,o,2,10,1,-25,0.0,0,5,1,1,0,4,0,0,0,0,0,1,0,4
105,o,3,5,2,-30,0.0,0,-2,7,0,0,4,0,0,0,0,0,1,0,4
106,o,4,7,2,-28,0.0,0,8,6,1,1,4,0,0,0,0,0,1,0,4
107,o,1,10,1,-36,1.0,2,0,11,0,0,4,0,0,0,0,0,1,1,3
108,o,2,10,1,-36,1.0,5,--,11,0,1,4,0,0,0,1,1,1,1,3
115,o,1,10,1,-27,1.0,2,0,11,0,1,4,0,0,0,0,0,1,0,4
116,o,2,10,1,-27,1.0,9,10,4,0,0,4,0,0,0,0,0,1,1,3
117,o,1,10,2,-37,1.0,3,38,11,0,0,4,0,0,0,0,0,1,1,3
118,o,1,10,1,25,1.0,3,25,11,0,0,4,1,0,0,0,0,1,1,3
129,o,1,10,0,-34,1.0,9,2,11,1,1,4,0,0,0,0,0,1,1,3
130,o,2,8,1,-36,1.0,3,9,11,0,0,4,0,0,0,0,0,1,1,3
131,o,1,10,2,-45,1.0,1,0,11,2,1,4,0,0,0,0,0,1,0,4
132,o,2,10,1,-45,1.0,8,-4,11,0,0,4,0,0,0,0,0,1,1,3
133,o,2,14,0,-41,1.0,2,0,8,2,0,4,0,0,0,0,0,1,0,4
134,o,3,14,0,-41,1.0,1,-2,11,0,1,4,0,0,0,0,0,1,1,3
135,o,4,26,1,-39,1.0,2,0,11,0,0,4,0,0,0,0,0,1,1,3
6,o,1,10,1,-22,0.0,0,7,1,1,0,1,0,0,0,0,0,1,0,4
7,o,2,3,2,-29,0.0,0,-6,3,0,1,1,0,0,0,0,0,1,0,4
8,o,3,9,2,-23,1.0,1,-9,11,0,1,1,0,0,0,0,0,1,1,3
20,o,1,10,0,45,0.0,0,10,0,1,1,1,0,0,0,0,0,2,1,2
22,o,1,10,0,35,0.0,0,9,3,1,1,1,0,0,0,0,0,2,1,2
23,o,2,1,2,26,0.0,0,4,1,1,0,1,0,0,0,0,0,2,1,2
24,o,1,10,2,22,0.0,0,4,0,1,1,1,0,0,0,0,0,1,0,4
25,o,2,6,2,18,0.0,8,-7,1,0,0,1,0,0,0,0,0,2,1,2
26,o,2,13,0,25,0.0,0,1,3,0,1,1,0,0,0,0,0,2,1,2
27,o,3,12,2,24,0.0,0,-1,5,1,1,1,0,0,0,0,0,1,0,4
28,o,4,13,1,25,1.0,9,0,11,0,0,1,0,0,0,0,0,2,1,2
33,o,1,10,0,47,0.0,0,-4,1,1,1,2,0,0,0,0,0,1,1,3
34,o,2,14,2,-49,0.0,0,6,7,1,0,2,0,0,0,0,0,1,0,4
35,o,3,8,0,45,0.0,0,2,7,0,1,2,0,0,0,0,0,1,0,4
44,o,1,10,0,-34,0.0,0,1,11,1,1,2,0,0,0,0,0,1,1,3
45,o,2,9,1,-35,0.0,0,-3,11,1,0,2,0,0,0,0,0,1,0,4
46,o,3,12,0,-32,1.0,3,1,4,1,1,2,0,0,0,0,0,1,0,4
56,o,1,10,2,-15,0.0,0,-4,7,0,1,2,0,0,0,0,0,2,1,2
57,o,2,14,2,-11,1.0,3,0,11,0,0,2,0,0,0,0,0,1,0,4
58,o,3,14,2,-11,0.0,0,6,3,1,0,2,0,0,0,0,0,1,0,4
70,o,1,10,0,-39,0.0,0,0,11,1,0,2,0,0,0,0,0,1,1,3
80,o,1,10,2,-8,0.0,0,0,10,1,1,3,0,0,0,0,0,1,0,4
81,o,2,10,2,-8,0.0,0,9,0,1,0,3,0,0,0,0,0,2,1,2
82,o,3,1,2,-17,0.0,0,6,7,1,0,3,0,0,0,0,0,1,0,4
83,o,1,10,2,-23,,8,-5,--,0,--,3,0,0,0,0,0,1,0,4
84,o,1,15,2,-18,0.0,0,2,1,0,1,3,0,0,0,0,0,1,0,4
85,o,2,13,1,-20,0.0,0,-1,--,0,0,3,0,0,0,0,0,2,1,2
86,o,3,14,2,-19,1.0,3,7,11,1,1,3,0,0,0,0,0,1,0,4
92,o,1,10,2,-40,0.0,0,-5,1,1,0,3,0,0,0,0,0,1,1,3
93,o,2,15,0,-35,0.0,0,8,0,1,1,3,0,0,0,0,0,1,0,4
94,o,3,7,2,-43,1.0,5,--,0,1,0,3,0,0,0,1,1,1,0,4
101,o,1,10,2,-40,1.0,2,0,11,1,0,4,0,0,0,0,0,1,0,4
102,o,2,10,2,-40,1.0,2,0,11,2,0,4,0,0,0,0,0,1,0,4
103,o,3,10,2,-40,1.0,2,0,11,0,0,4,0,0,0,0,0,1,1,3
111,o,1,10,2,-36,0.0,0,2,7,0,0,4,0,0,0,0,0,1,0,4
112,o,2,8,1,-38,0.0,0,-5,1,1,0,4,0,0,0,0,0,1,0,4
113,o,3,13,2,-33,1.0,3,6,5,0,0,4,0,0,0,0,0,1,0,4
119,o,1,10,1,44,0.0,0,-6,--,1,0,4,0,0,0,0,0,1,0,4
120,o,2,16,2,50,0.0,0,7,7,0,1,4,0,0,0,0,0,1,0,4
121,o,3,9,1,43,0.0,0,0,7,1,0,4,0,0,0,0,0,1,0,4
122,o,4,9,2,43,0.0,0,11,0,1,1,4,0,0,0,0,0,1,0,4
123,o,1,10,1,32,0.0,0,25,7,1,0,4,0,0,0,0,0,1,0,4
124,o,1,7,0,7,0.0,0,6,7,0,1,4,0,0,0,0,0,1,0,4
125,o,2,1,2,1,0.0,0,0,7,1,1,4,0,0,0,0,0,1,0,4
126,o,3,1,2,1,0.0,0,0,11,1,1,4,0,0,0,0,0,1,0,4
15,o,1,10,1,-2,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
16,o,2,10,1,-2,0.0,0,3,--,--,1,1,0,0,0,0,0,0,0,0
17,o,2,7,1,-21,0.0,0,14,--,1,1,1,0,0,0,0,0,1,0,4
18,o,1,10,1,-35,0.0,0,3,--,1,1,1,0,0,0,0,0,1,0,4
19,o,2,7,1,-38,0.0,0,4,--,0,1,1,0,0,0,0,0,2,1,2
20,o,3,3,1,-42,0.0,0,-1,--,2,0,1,0,0,0,0,0,1,0,4
27,o,1,10,1,-36,0.0,0,10,--,0,1,2,0,0,0,0,0,1,0,4
28,o,1,10,1,-46,0.0,0,3,--,1,0,2,0,0,0,0,0,1,0,4
29,o,2,7,2,-49,0.0,0,-15,--,2,0,2,0,0,0,0,0,1,0,4
30,o,2,22,0,-34,0.0,0,5,--,1,0,2,0,0,0,0,0,1,0,4
31,o,3,17,0,-39,1.0,2,0,--,1,0,2,0,0,0,0,0,1,0,4
39,o,1,10,1,--,,--,--,--,--,--,2,0,0,0,0,0,0,0,0
40,o,1,10,1,-39,0.0,0,-4,--,0,0,2,0,0,0,0,0,1,0,4
41,o,2,14,2,-35,1.0,3,12,--,0,0,2,0,0,0,0,0,1,0,4
42,o,3,2,0,-47,0.0,0,3,--,--,1,2,0,0,0,0,0,0,0,0
43,o,1,10,2,50,0.0,0,-1,--,0,1,2,0,0,0,0,0,1,0,4
44,o,2,11,1,-49,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
45,o,2,11,1,-49,1.0,2,0,--,0,0,2,0,0,0,0,0,1,1,3
46,o,3,11,1,-49,1.0,6,0,--,2,0,2,0,0,1,0,1,1,0,4
59,o,1,10,2,-25,1.0,1,0,--,1,1,2,0,0,0,0,0,1,0,4
65,o,1,10,0,-28,1.0,3,4,--,1,1,3,0,0,0,0,0,1,0,4
66,o,2,6,1,-32,0.0,0,15,--,1,1,3,0,0,0,0,0,1,0,4
67,o,1,10,1,-47,0.0,8,-11,--,--,0,3,0,0,0,0,0,0,0,0
68,o,1,21,1,-36,,8,-5,--,2,--,3,0,0,0,0,0,1,0,4
69,o,1,26,1,-31,1.0,3,12,--,2,0,3,0,0,0,0,0,1,0,4
70,o,2,14,2,-43,1.0,2,0,--,0,1,3,0,0,0,0,0,1,0,4
71,o,3,14,2,-43,1.0,2,0,--,0,0,3,0,0,0,0,0,1,1,3
77,o,1,10,1,-45,0.0,0,3,--,0,1,3,0,0,0,0,0,2,1,2
78,o,2,7,1,-48,0.0,0,3,--,0,1,3,0,0,0,0,0,1,0,4
79,o,3,4,1,49,0.0,0,-3,--,0,0,3,0,0,0,0,0,2,1,2
80,o,4,7,0,-48,1.0,3,14,--,2,0,3,0,0,0,0,0,1,0,4
81,o,1,10,0,38,0.0,0,9,--,2,1,3,0,0,0,0,0,1,0,4
82,o,2,1,1,29,1.0,3,5,--,2,0,3,0,0,0,0,0,1,0,4
84,o,1,10,1,24,1.0,5,--,--,--,1,3,0,0,0,1,1,0,0,0
97,o,1,10,1,-20,0.0,0,5,--,0,1,4,0,0,0,0,0,1,0,4
98,o,2,5,1,-25,0.0,0,6,--,1,0,4,0,0,0,0,0,1,0,4
99,o,1,10,1,-31,0.0,0,1,--,1,0,4,0,0,0,0,0,1,0,4
100,o,2,9,2,-32,1.0,5,--,--,0,0,4,0,0,0,1,1,1,1,3
110,o,1,10,0,-40,0.0,0,0,--,2,0,4,0,0,0,0,0,1,0,4
11,o,1,10,2,-15,0.0,0,0,--,2,0,1,0,0,0,0,0,1,0,4
12,o,2,10,2,-15,0.0,0,-1,--,0,1,1,0,0,0,0,0,1,0,4
13,o,3,11,2,-14,0.0,0,-11,--,0,1,1,0,0,0,0,0,1,1,3
19,o,1,10,1,-24,0.0,0,-4,--,2,0,1,0,0,0,0,0,1,0,4
20,o,2,14,0,-20,0.0,0,-7,--,2,1,1,0,0,0,0,0,1,0,4
21,o,3,21,2,-13,1.0,3,1,--,2,1,1,0,0,0,0,0,1,0,4
33,o,1,10,1,-27,0.0,0,5,--,2,0,1,0,0,0,0,0,1,0,4
34,o,2,5,0,-32,0.0,0,4,--,2,0,2,0,0,0,0,0,1,0,4
35,o,3,1,0,-36,0.0,0,18,--,2,0,2,0,0,0,0,0,1,0,4
36,o,1,10,0,46,0.0,0,5,--,2,0,2,0,0,0,0,0,1,0,4
37,o,2,5,0,41,0.0,0,2,--,0,0,2,0,0,0,0,0,1,0,4
38,o,3,3,0,39,0.0,0,-5,--,2,1,2,0,0,0,0,0,1,0,4
45,o,1,10,0,-31,0.0,0,0,--,1,0,2,0,0,0,0,0,1,0,4
46,o,2,10,0,-31,1.0,3,11,--,2,1,2,0,0,0,0,0,1,0,4
48,o,1,10,1,-42,0.0,0,0,--,1,0,2,0,0,0,0,0,1,0,4
49,o,2,10,0,-42,0.0,0,3,--,2,0,2,0,0,0,0,0,1,0,4
50,o,3,7,0,-45,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
62,o,1,10,1,-20,0.0,6,0,--,1,0,2,0,0,1,0,1,1,0,4
66,o,1,10,0,-49,1.0,3,4,--,2,0,2,0,0,0,0,0,1,0,4
67,o,2,6,0,47,1.0,9,10,--,2,0,2,0,0,0,0,0,1,0,4
68,o,1,10,0,37,1.0,3,29,--,2,0,2,0,0,0,0,0,1,0,4
69,o,1,8,0,8,1.0,2,0,--,2,1,2,0,0,0,0,0,1,0,4
70,o,2,8,0,8,1.0,3,8,--,2,0,2,1,0,0,0,0,1,0,4
76,o,1,10,2,-21,0.0,0,-3,--,2,0,3,0,0,0,0,0,1,0,4
77,o,2,13,0,-18,1.0,2,0,--,--,1,3,0,0,0,0,0,0,0,0
78,o,3,13,0,-18,1.0,2,0,--,2,0,3,0,0,0,0,0,1,0,4
83,o,1,10,0,-40,0.0,0,-1,--,2,0,3,0,0,0,0,0,1,0,4
84,o,2,11,0,-39,0.0,0,2,--,2,0,3,0,0,0,0,0,1,0,4
85,o,3,9,0,-41,1.0,9,5,--,1,0,3,0,0,0,0,0,1,1,3
86,o,4,4,0,-46,1.0,2,0,--,2,0,3,0,0,0,0,0,1,0,4
92,o,1,10,0,-16,0.0,0,1,--,1,0,3,0,0,0,0,0,1,0,4
93,o,2,9,0,-17,1.0,9,1,--,2,0,3,0,0,0,0,0,1,0,4
94,o,3,8,0,-18,1.0,1,-2,--,1,0,3,0,0,0,0,0,1,1,3
100,o,1,10,0,50,0.0,0,2,--,1,1,4,0,0,0,0,0,1,0,4
102,o,2,8,1,48,1.0,2,0,--,1,1,4,0,0,0,0,0,1,0,4
103,o,3,8,1,48,,8,5,--,2,--,4,0,0,0,0,0,1,0,4
104,o,3,3,1,43,1.0,2,0,--,2,1,4,0,0,0,0,0,1,0,4
112,o,1,10,0,44,0.0,0,7,--,2,1,4,0,0,0,0,0,1,0,4
113,o,2,3,1,37,0.0,0,0,--,2,0,4,0,0,0,0,0,1,0,4
114,o,3,3,1,37,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
115,o,4,7,1,37,1.0,8,5,--,0,1,4,0,0,0,0,0,1,0,4
116,o,1,10,1,32,1.0,2,0,--,0,1,4,0,0,0,0,0,1,0,4
117,o,2,10,1,32,1.0,3,0,--,2,1,4,0,0,0,0,0,1,0,4
2,o,1,10,1,-33,0.0,0,4,7,0,0,1,0,0,0,0,0,1,1,3
3,o,2,6,2,-37,0.0,0,0,1,2,1,1,0,0,0,0,0,1,1,3
4,o,3,6,2,-37,1.0,1,-3,11,0,1,1,0,0,0,0,0,1,0,4
5,o,4,9,1,-34,0.0,0,-19,--,--,1,1,0,0,0,0,0,0,0,0
10,o,1,10,1,-46,0.0,0,0,7,2,1,1,0,0,0,0,0,1,1,3
11,o,2,10,1,-46,0.0,6,-5,7,0,0,1,0,0,1,0,1,1,1,3
18,o,1,10,2,-33,0.0,0,4,1,0,0,1,0,0,0,0,0,1,0,4
19,o,2,6,2,-37,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,3
20,o,3,6,1,-37,0.0,0,-9,8,2,0,1,0,0,0,0,0,1,1,3
32,o,1,10,0,-23,0.0,0,6,1,1,0,1,0,0,0,0,0,1,1,3
33,o,2,4,0,-29,0.0,0,6,7,1,0,2,0,0,0,0,0,1,0,4
34,o,1,10,0,-35,0.0,0,5,7,0,0,2,0,0,0,0,0,1,0,4
36,o,2,5,0,-40,0.0,0,3,0,1,0,2,0,0,0,0,0,1,0,4
37,o,3,2,0,-43,0.0,0,3,2,0,1,2,0,0,0,0,0,1,0,4
38,o,1,10,0,-46,0.0,8,-2,0,1,1,2,0,0,0,0,0,1,0,4
39,o,1,12,1,-44,1.0,2,0,11,0,0,2,0,0,0,0,0,1,0,4
40,o,2,12,1,-44,0.0,0,-7,11,2,0,2,0,0,0,0,0,1,1,3
41,o,3,19,0,-37,1.0,2,0,5,1,1,2,0,0,0,0,0,1,0,4
50,o,1,10,1,45,0.0,0,45,0,1,1,2,1,0,0,0,0,1,0,4
77,o,1,10,1,-34,0.0,0,6,7,0,0,3,0,0,0,0,0,1,1,3
78,o,2,4,2,-40,0.0,0,5,0,0,1,3,0,0,0,0,0,1,2,2
79,o,1,10,1,-45,,8,-5,--,1,--,3,0,0,0,0,0,1,0,4
80,o,1,15,1,-40,0.0,0,3,7,1,0,3,0,0,0,0,0,1,0,4
81,o,2,12,2,-43,1.0,3,27,11,1,0,3,0,0,0,0,0,1,0,4
82,o,1,10,0,30,0.0,8,-8,3,0,1,3,0,0,0,0,0,1,0,4
83,o,1,18,1,38,0.0,0,3,7,1,0,3,0,0,0,0,0,1,0,4
84,o,2,15,1,35,1.0,2,0,11,2,0,3,0,0,0,0,0,1,1,3
85,o,3,15,1,35,,8,-5,--,1,--,3,0,0,0,0,0,1,0,4
86,o,3,20,2,40,0.0,0,0,3,1,1,3,0,0,0,0,0,1,0,4
93,o,1,10,0,32,0.0,0,0,0,0,0,4,0,0,0,0,0,1,0,4
94,o,2,10,0,32,0.0,0,-2,3,0,1,4,0,0,0,0,0,1,0,4
95,o,3,12,1,34,1.0,2,0,11,0,0,4,0,0,0,0,0,1,0,4
96,o,4,12,1,34,1.0,2,0,11,2,0,4,0,0,0,0,0,1,1,3
103,o,1,10,0,-42,0.0,0,4,7,1,0,4,0,0,0,0,0,1,1,3
104,o,2,6,0,-46,0.0,0,-5,0,0,1,4,0,0,0,0,0,1,0,4
105,o,3,11,0,-41,1.0,5,--,11,0,1,4,0,0,0,1,1,1,0,4
115,o,1,10,0,-43,0.0,0,2,11,2,1,4,0,0,0,0,0,1,1,3
116,o,2,8,1,-45,0.0,0,0,11,2,1,4,0,0,0,0,0,1,1,3
117,o,3,8,1,-45,1.0,3,10,11,0,0,4,0,0,0,0,0,1,1,3
118,o,1,10,0,45,1.0,3,30,11,0,1,4,0,0,0,0,0,1,0,4
119,o,1,10,2,15,1.0,2,0,11,2,0,4,0,0,0,0,0,1,1,3
2,o,1,10,0,-34,0.0,0,10,--,0,1,1,0,0,0,0,0,1,0,4
3,o,1,10,0,-44,0.0,0,-2,--,1,1,1,0,0,0,0,0,1,0,4
4,o,2,12,2,-42,0.0,0,0,--,1,1,1,0,0,0,0,0,1,0,4
5,o,3,12,1,-42,1.0,5,0,--,0,0,1,0,0,0,1,1,1,1,3
11,o,1,10,0,-29,1.0,3,13,--,2,1,1,0,0,0,0,0,1,0,4
12,o,1,10,1,-42,0.0,0,2,--,2,0,1,0,0,0,0,0,1,0,4
13,o,2,8,0,-44,0.0,0,3,--,1,0,1,0,0,0,0,0,1,0,4
14,o,3,5,0,-47,1.0,1,-10,--,1,1,1,0,0,0,0,0,1,1,3
21,o,1,10,1,-25,1.0,1,-4,--,0,0,1,0,0,0,0,0,1,1,3
22,o,2,14,0,-21,1.0,3,6,--,2,0,1,0,0,0,0,0,1,0,4
